,#,When,Who,Problem,Lang,Verdict,Time,Memory
482,31186631,Oct/10/2017 13:23,tourist,E - Pumping Stations,GNU C++11,Accepted,748 ms,400 KB
483,31186607,Oct/10/2017 13:20,tourist,E - Pumping Stations,GNU C++11,Accepted,842 ms,400 KB
484,31177883,Oct/10/2017 00:30,tourist,E - Pumping Stations,GNU C++11,Accepted,62 ms,100 KB
485,31177811,Oct/10/2017 00:25,tourist,E - Pumping Stations,GNU C++11,Accepted,60 ms,100 KB
486,31177677,Oct/10/2017 00:10,tourist,E - Pumping Stations,GNU C++11,Accepted,936 ms,400 KB
487,31177529,Oct/09/2017 23:58,tourist,E - Pumping Stations,GNU C++11,Accepted,842 ms,200 KB
488,31177512,Oct/09/2017 23:57,tourist,E - Pumping Stations,GNU C++11,Accepted,1560 ms,200 KB
489,31177472,Oct/09/2017 23:53,tourist,E - Pumping Stations,GNU C++11,Accepted,1652 ms,200 KB
490,31174332,Oct/09/2017 20:47,tourist,E - Pumping Stations,GNU C++11,Accepted,780 ms,200 KB
491,31174282,Oct/09/2017 20:44,tourist,E - Pumping Stations,GNU C++11,Time limit exceeded on test 21,2000 ms,200 KB
492,31174236,Oct/09/2017 20:42,tourist,E - Pumping Stations,GNU C++11,Accepted,1248 ms,200 KB
493,31174170,Oct/09/2017 20:38,tourist,E - Pumping Stations,GNU C++11,Accepted,1684 ms,200 KB
494,31174117,Oct/09/2017 20:35,tourist,E - Pumping Stations,GNU C++11,Accepted,1684 ms,300 KB
495,31174081,Oct/09/2017 20:33,tourist,E - Pumping Stations,GNU C++11,Accepted,1684 ms,300 KB
496,31173996,Oct/09/2017 20:29,tourist,E - Pumping Stations,GNU C++11,Accepted,1872 ms,300 KB
497,31173900,Oct/09/2017 20:25,tourist,E - Pumping Stations,GNU C++11,Accepted,1840 ms,300 KB
498,31173784,Oct/09/2017 20:18,tourist,E - Pumping Stations,GNU C++11,Accepted,1932 ms,300 KB
499,31168439,Oct/09/2017 16:24,tourist,E - Pumping Stations,GNU C++11,Accepted,60 ms,100 KB
500,31168047,Oct/09/2017 16:08,tourist,E - Pumping Stations,GNU C++11,Accepted,62 ms,1400 KB
501,31166077,Oct/09/2017 14:50,tourist,E - Pumping Stations,GNU C++11,Accepted,1622 ms,300 KB
502,31166040,Oct/09/2017 14:48,tourist,E - Pumping Stations,GNU C++11,Accepted,1746 ms,300 KB
503,31165937,Oct/09/2017 14:43,tourist,E - Pumping Stations,GNU C++11,Accepted,1682 ms,300 KB
504,31165886,Oct/09/2017 14:41,tourist,E - Pumping Stations,GNU C++11,Accepted,1934 ms,400 KB
505,31165811,Oct/09/2017 14:38,tourist,E - Pumping Stations,GNU C++11,Accepted,1996 ms,400 KB
506,31165761,Oct/09/2017 14:36,tourist,E - Pumping Stations,GNU C++11,Time limit exceeded on test 21,2000 ms,300 KB
507,31165582,Oct/09/2017 14:27,tourist,E - Pumping Stations,GNU C++11,Accepted,1214 ms,200 KB
508,31165530,Oct/09/2017 14:25,tourist,E - Pumping Stations,GNU C++11,Time limit exceeded on test 26,2000 ms,400 KB
509,31044799,Oct/05/2017 21:55,tourist,D - Buy Low Sell High,GNU C++11,Accepted,202 ms,9500 KB
510,31044768,Oct/05/2017 21:53,tourist,D - Buy Low Sell High,GNU C++11,Wrong answer on test 2,0 ms,0 KB
511,30883978,Sep/30/2017 22:43,tourist,F - Egg Roulette,GNU C++11,Accepted,15 ms,5300 KB
512,30877994,Sep/30/2017 20:53,tourist,D - Buy Low Sell High,GNU C++11,Accepted,187 ms,10600 KB
513,30875892,Sep/30/2017 20:24,tourist,C - Gotta Go Fast,GNU C++11,Accepted,77 ms,5300 KB
514,30874326,Sep/30/2017 20:13,tourist,B - Ordering Pizza,GNU C++11,Accepted,62 ms,18100 KB
515,30872518,Sep/30/2017 20:06,tourist,A - Save the problem!,GNU C++11,Accepted,15 ms,0 KB
516,30760471,Sep/26/2017 21:44,tourist,E - Desk Disorder,GNU C++11,Accepted,109 ms,26500 KB
517,30760459,Sep/26/2017 21:43,tourist,E - Desk Disorder,GNU C++11,Wrong answer on test 2,15 ms,0 KB
518,30685377,Sep/24/2017 19:52,tourist,D - Rowena Ravenclaw's Diadem,GNU C++11,Accepted,139 ms,51500 KB
519,30684189,Sep/24/2017 19:36,tourist,F - Nagini,GNU C++11,Accepted,763 ms,2300 KB
520,30681637,Sep/24/2017 19:03,tourist,D - Rowena Ravenclaw's Diadem,GNU C++11,Skipped,109 ms,51500 KB
521,30680133,Sep/24/2017 18:47,tourist,D - Rowena Ravenclaw's Diadem,GNU C++11,Wrong answer on pretest 8,93 ms,49300 KB
522,30679066,Sep/24/2017 18:36,tourist,D - Rowena Ravenclaw's Diadem,GNU C++11,Wrong answer on pretest 6,15 ms,43500 KB
523,30674920,Sep/24/2017 18:02,tourist,C - Helga Hufflepuff's Cup,GNU C++11,Accepted,171 ms,199500 KB
524,30673508,Sep/24/2017 17:54,tourist,E - Salazar Slytherin's Locket,GNU C++14,Accepted,451 ms,9800 KB
525,30669313,Sep/24/2017 17:38,tourist,B - Marvolo Gaunt's Ring,GNU C++11,Accepted,31 ms,24200 KB
526,30668142,Sep/24/2017 17:35,tourist,A - Tom Riddle's Diary,GNU C++11,Accepted,30 ms,0 KB
527,30498877,Sep/19/2017 16:17,tourist,E - Desk Disorder,GNU C++11,Accepted,78 ms,16200 KB
528,30471735,Sep/18/2017 17:44,tourist,D - Dog Show,GNU C++11,Accepted,61 ms,11700 KB
529,30471281,Sep/18/2017 17:36,tourist,D - Dog Show,GNU C++11,Wrong answer on test 10,15 ms,11700 KB
530,30471048,Sep/18/2017 17:32,tourist,J - Students Initiation,GNU C++11,Accepted,31 ms,3800 KB
531,30470548,Sep/18/2017 17:24,tourist,D - Dog Show,GNU C++11,Wrong answer on test 10,15 ms,9700 KB
532,30469955,Sep/18/2017 17:15,tourist,K - Travel Cards,GNU C++11,Accepted,15 ms,11800 KB
533,30469704,Sep/18/2017 17:11,tourist,L - Berland SU Computer Network,GNU C++11,Accepted,62 ms,18000 KB
534,30468712,Sep/18/2017 16:56,tourist,F - Berland Elections,GNU C++11,Accepted,15 ms,2000 KB
535,30468338,Sep/18/2017 16:50,tourist,F - Berland Elections,GNU C++11,Wrong answer on test 17,30 ms,2000 KB
536,30467605,Sep/18/2017 16:40,tourist,I - Noise Level,GNU C++11,Accepted,1013 ms,14500 KB
537,30467552,Sep/18/2017 16:40,tourist,I - Noise Level,GNU C++11,Time limit exceeded on test 15,5000 ms,14500 KB
538,30467117,Sep/18/2017 16:34,tourist,C - Sum of Nestings,GNU C++11,Accepted,31 ms,2000 KB
539,30466527,Sep/18/2017 16:26,tourist,H - Load Testing,GNU C++11,Accepted,31 ms,35900 KB
540,30466097,Sep/18/2017 16:21,tourist,B - Preparing for Merge Sort,GNU C++11,Accepted,187 ms,11700 KB
541,30465514,Sep/18/2017 16:16,tourist,A - Union of Doubly Linked Lists,GNU C++11,Accepted,15 ms,2000 KB
542,30465123,Sep/18/2017 16:11,tourist,M - Weather Tomorrow,GNU C++11,Accepted,15 ms,0 KB
543,30465040,Sep/18/2017 16:10,tourist,G - University Classes,GNU C++11,Accepted,15 ms,2000 KB
544,30464988,Sep/18/2017 16:09,tourist,E - Packmen,GNU C++11,Accepted,31 ms,4300 KB
545,30400405,Sep/16/2017 22:26,tourist,E - Desk Disorder,GNU C++14,Accepted,93 ms,33300 KB
546,30399806,Sep/16/2017 22:20,tourist,F - Ordering T-Shirts,GNU C++14,Accepted,155 ms,53200 KB
547,30399335,Sep/16/2017 22:11,tourist,G - Circle of Numbers,GNU C++14,Accepted,46 ms,5000 KB
548,30395919,Sep/16/2017 21:19,tourist,E - Desk Disorder,GNU C++14,Wrong answer on pretest 7,77 ms,32000 KB
549,30393664,Sep/16/2017 20:57,tourist,E - Desk Disorder,GNU C++14,Wrong answer on pretest 7,62 ms,12700 KB
550,30392672,Sep/16/2017 20:51,tourist,D - Third Month Insanity,GNU C++14,Accepted,15 ms,11800 KB
551,30390934,Sep/16/2017 20:42,tourist,C - Pie Rules,GNU C++14,Accepted,15 ms,9700 KB
552,30389617,Sep/16/2017 20:37,tourist,A - Declined Finalists,GNU C++14,Accepted,15 ms,0 KB
553,30389453,Sep/16/2017 20:36,tourist,B - Lazy Security Guard,GNU C++14,Accepted,15 ms,0 KB
554,30327584,Sep/14/2017 15:11,tourist,E - Rusty String,GNU C++14,Accepted,468 ms,49900 KB
555,30327547,Sep/14/2017 15:10,tourist,E - Rusty String,GNU C++14,Accepted,373 ms,49900 KB
556,30327498,Sep/14/2017 15:08,tourist,E - Rusty String,GNU C++14,Accepted,639 ms,49900 KB
557,30327449,Sep/14/2017 15:06,tourist,E - Rusty String,GNU C++14,Accepted,748 ms,49900 KB
558,30327408,Sep/14/2017 15:04,tourist,E - Rusty String,GNU C++14,Accepted,733 ms,47000 KB
559,30327342,Sep/14/2017 15:01,tourist,E - Rusty String,GNU C++14,Accepted,655 ms,49900 KB
560,30270604,Sep/11/2017 20:05,tourist,F - To Play or not to Play,GNU C++14,Accepted,561 ms,30500 KB
561,30270052,Sep/11/2017 19:27,tourist,F - To Play or not to Play,GNU C++14,Accepted,794 ms,195100 KB
562,30269348,Sep/11/2017 18:50,tourist,F - To Play or not to Play,GNU C++14,Wrong answer on test 12,15 ms,19500 KB
563,30180757,Sep/07/2017 15:17,tourist,F - Team Rocket Rises Again,GNU C++14,Accepted,857 ms,65300 KB
564,30033306,Sep/03/2017 15:10,"1322: tourist, VArtem",H - Bob and stages,Java 8,Accepted,1466 ms,0 KB
565,30032726,Sep/03/2017 14:54,"1322: tourist, VArtem",A - Digits,GNU C++14,Accepted,46 ms,1200 KB
566,30030938,Sep/03/2017 14:08,"1322: tourist, VArtem",A - Digits,GNU C++14,Time limit exceeded on test 15,1000 ms,54400 KB
567,30030674,Sep/03/2017 14:02,"1322: tourist, VArtem",I - Dating,GNU C++14,Accepted,1606 ms,46700 KB
568,30030549,Sep/03/2017 14:00,"1322: tourist, VArtem",I - Dating,GNU C++14,Wrong answer on test 12,312 ms,31800 KB
569,30030025,Sep/03/2017 13:46,"1322: tourist, VArtem",D - Exploration plan,GNU C++14,Accepted,342 ms,13300 KB
570,30029869,Sep/03/2017 13:42,"1322: tourist, VArtem",C - Property,Java 8,Accepted,155 ms,0 KB
571,30029790,Sep/03/2017 13:40,"1322: tourist, VArtem",A - Digits,GNU C++14,Time limit exceeded on test 20,1000 ms,54400 KB
572,30029686,Sep/03/2017 13:37,"1322: tourist, VArtem",C - Property,Java 8,Wrong answer on test 2,93 ms,0 KB
573,30029432,Sep/03/2017 13:29,"1322: tourist, VArtem",G - Bathroom terminal,GNU C++14,Accepted,904 ms,11100 KB
574,30029400,Sep/03/2017 13:28,"1322: tourist, VArtem",E - Casinos and travel,GNU C++14,Accepted,62 ms,4800 KB
575,30029310,Sep/03/2017 13:26,"1322: tourist, VArtem",F - Product transformation,Java 8,Accepted,1294 ms,7300 KB
576,30029075,Sep/03/2017 13:17,"1322: tourist, VArtem",G - Bathroom terminal,GNU C++14,Wrong answer on test 2,0 ms,100 KB
577,30028901,Sep/03/2017 13:10,"1322: tourist, VArtem",B - Neural Network country,GNU C++14,Accepted,811 ms,10200 KB
578,29956114,Aug/31/2017 20:47,tourist,E - Maximum Flow,GNU C++11,Accepted,31 ms,14800 KB
579,29762394,Aug/25/2017 00:56,tourist,E - Maximum Flow,GNU C++11,Accepted,46 ms,18000 KB
580,29759825,Aug/24/2017 22:04,tourist,E - Maximum Flow,GNU C++11,Wrong answer on pretest 3,15 ms,19500 KB
581,29756631,Aug/24/2017 21:38,tourist,E - Maximum Flow,GNU C++11,Wrong answer on pretest 3,15 ms,18000 KB
582,29752402,Aug/24/2017 21:04,tourist,E - Maximum Flow,GNU C++11,Wrong answer on pretest 3,30 ms,18000 KB
583,29747919,Aug/24/2017 20:32,tourist,C - Upgrading Tree,GNU C++11,Accepted,468 ms,67300 KB
584,29747289,Aug/24/2017 20:28,tourist,C - Upgrading Tree,GNU C++11,Wrong answer on pretest 6,31 ms,43500 KB
585,29739815,Aug/24/2017 19:49,tourist,B - Interactive LowerBound,GNU C++11,Accepted,46 ms,100 KB
586,29736447,Aug/24/2017 19:38,tourist,A - Sorting by Subsequences,GNU C++11,Accepted,109 ms,19100 KB
587,27057040,May/12/2017 18:03,tourist,E - Aquarium decoration,GNU C++11,Accepted,124 ms,12000 KB
588,27057010,May/12/2017 18:01,tourist,E - Aquarium decoration,GNU C++11,Accepted,124 ms,12000 KB
589,27056967,May/12/2017 17:59,tourist,E - Aquarium decoration,GNU C++11,Accepted,202 ms,16000 KB
590,27036616,May/11/2017 20:32,tourist,G - Cut the pie,GNU C++11,Accepted,1294 ms,19300 KB
591,27035049,May/11/2017 20:29,tourist,G - Cut the pie,GNU C++11,Skipped,2808 ms,19300 KB
592,27030563,May/11/2017 19:56,tourist,F - Beautiful fountains rows,GNU C++11,Accepted,483 ms,29500 KB
593,27029223,May/11/2017 19:47,tourist,F - Beautiful fountains rows,GNU C++11,Wrong answer on pretest 3,0 ms,12700 KB
594,27023350,May/11/2017 19:16,tourist,E - Aquarium decoration,GNU C++11,Wrong answer on test 17,78 ms,12800 KB
595,27022631,May/11/2017 19:12,tourist,D - Field expansion,GNU C++11,Accepted,15 ms,4800 KB
596,27021179,May/11/2017 19:03,tourist,E - Aquarium decoration,GNU C++11,Time limit exceeded on pretest 5,2000 ms,9700 KB
597,27019416,May/11/2017 18:54,tourist,B - T-shirt buying,GNU C++11,Accepted,389 ms,28300 KB
598,27018858,May/11/2017 18:51,tourist,C - Fountains,GNU C++11,Accepted,62 ms,17500 KB
599,27018375,May/11/2017 18:48,tourist,A - Carrot Cakes,GNU C++11,Accepted,15 ms,0 KB
600,27017541,May/11/2017 18:44,tourist,C - Fountains,GNU C++11,Wrong answer on pretest 4,0 ms,15700 KB
601,24940601,Feb/23/2017 19:48,tourist,F - Sherlock's bet to Moriarty,GNU C++11,Accepted,264 ms,96900 KB
602,24937635,Feb/23/2017 19:29,tourist,F - Sherlock's bet to Moriarty,GNU C++11,Wrong answer on pretest 6,124 ms,86300 KB
603,24937179,Feb/23/2017 19:27,tourist,F - Sherlock's bet to Moriarty,GNU C++11,Wrong answer on pretest 3,31 ms,77400 KB
604,24933167,Feb/23/2017 18:49,tourist,G - Sherlock and the Encrypted Data,GNU C++11,Accepted,358 ms,5600 KB
605,24926240,Feb/23/2017 18:14,tourist,D - The Door Problem,GNU C++11,Accepted,109 ms,38900 KB
606,24924230,Feb/23/2017 18:06,tourist,C - Molly's Chemicals,GNU C++11,Accepted,1622 ms,15100 KB
607,24923867,Feb/23/2017 18:05,tourist,C - Molly's Chemicals,GNU C++11,Time limit exceeded on pretest 16,2500 ms,13500 KB
608,24922427,Feb/23/2017 18:01,tourist,E - The Holmes Children,GNU C++11,Accepted,31 ms,4100 KB
609,24919248,Feb/23/2017 17:52,tourist,B - Sherlock and his girlfriend,GNU C++11,Accepted,46 ms,6900 KB
610,24918716,Feb/23/2017 17:51,tourist,A - A Serial Killer,GNU C++11,Accepted,15 ms,2100 KB
611,24918211,Feb/23/2017 17:49,tourist,B - Sherlock and his girlfriend,GNU C++11,Wrong answer on pretest 3,15 ms,6900 KB
612,24069406,Jan/23/2017 14:23,tourist,D - Bacterial Melee,GNU C++14,Accepted,1793 ms,2800 KB
613,24068926,Jan/23/2017 13:53,tourist,F - Team Rocket Rises Again,GNU C++14,Accepted,1014 ms,143700 KB
614,24068888,Jan/23/2017 13:51,tourist,F - Team Rocket Rises Again,GNU C++14,Accepted,998 ms,143700 KB
615,24068798,Jan/23/2017 13:44,tourist,F - Team Rocket Rises Again,GNU C++14,Accepted,1185 ms,143700 KB
616,24068629,Jan/23/2017 13:34,tourist,F - Team Rocket Rises Again,GNU C++14,Accepted,889 ms,143700 KB
617,24068533,Jan/23/2017 13:28,tourist,F - Team Rocket Rises Again,GNU C++14,Wrong answer on test 25,935 ms,134300 KB
618,24068514,Jan/23/2017 13:26,tourist,F - Team Rocket Rises Again,GNU C++14,Wrong answer on test 25,655 ms,134300 KB
619,24068492,Jan/23/2017 13:25,tourist,F - Team Rocket Rises Again,GNU C++14,Wrong answer on test 25,795 ms,134300 KB
620,24068020,Jan/23/2017 12:50,tourist,F - Team Rocket Rises Again,GNU C++14,Accepted,873 ms,138900 KB
621,24067868,Jan/23/2017 12:39,tourist,F - Team Rocket Rises Again,GNU C++14,Wrong answer on test 25,841 ms,129400 KB
622,24053908,Jan/23/2017 00:14,tourist,F - Long number,GNU C++14,Accepted,577 ms,4700 KB
623,24053036,Jan/22/2017 23:14,tourist,F - Long number,GNU C++14,Wrong answer on pretest 10,187 ms,2800 KB
624,24050787,Jan/22/2017 22:59,tourist,F - Long number,GNU C++14,Wrong answer on pretest 10,217 ms,2800 KB
625,24049732,Jan/22/2017 22:49,tourist,F - Long number,GNU C++14,Wrong answer on pretest 10,218 ms,2800 KB
626,24049354,Jan/22/2017 22:46,tourist,F - Long number,GNU C++14,Wrong answer on pretest 10,233 ms,2800 KB
627,24041809,Jan/22/2017 21:47,tourist,C - Nikita and stack,GNU C++14,Accepted,171 ms,16400 KB
628,24039817,Jan/22/2017 21:34,tourist,D - Bacterial Melee,GNU C++14,Accepted,93 ms,1900 KB
629,24039078,Jan/22/2017 21:31,tourist,D - Bacterial Melee,GNU C++14,Skipped,1700 ms,2800 KB
630,24037453,Jan/22/2017 21:24,tourist,A - Pavel and barbecue,GNU C++14,Accepted,109 ms,7900 KB
631,24036019,Jan/22/2017 21:19,tourist,B - Travel Card,GNU C++14,Accepted,62 ms,16400 KB
632,23864695,Jan/15/2017 21:59,tourist,G - PolandBall and Many Other Balls,GNU C++14,Accepted,2479 ms,4400 KB
633,23861300,Jan/15/2017 21:25,tourist,G - PolandBall and Many Other Balls,GNU C++14,Wrong answer on pretest 5,62 ms,2200 KB
634,23856305,Jan/15/2017 20:45,tourist,E - PolandBall and White-Red graph,GNU C++14,Accepted,93 ms,1900 KB
635,23854346,Jan/15/2017 20:35,tourist,F - PolandBall and Gifts,GNU C++14,Accepted,420 ms,11000 KB
636,23852255,Jan/15/2017 20:27,tourist,C - PolandBall and Forest,GNU C++14,Accepted,15 ms,2200 KB
637,23850075,Jan/15/2017 20:18,tourist,D - PolandBall and Polygon,GNU C++14,Accepted,452 ms,14500 KB
638,23847935,Jan/15/2017 20:10,tourist,B - PolandBall and Game,GNU C++14,Accepted,46 ms,34200 KB
639,23846955,Jan/15/2017 20:07,tourist,A - PolandBall and Hypothesis,GNU C++14,Accepted,15 ms,1900 KB
640,23846590,Jan/15/2017 20:06,tourist,A - PolandBall and Hypothesis,GNU C++14,Wrong answer on pretest 5,15 ms,1900 KB
641,23782048,Jan/13/2017 13:31,tourist,G - Can Bash Save the Day?,GNU C++14,Accepted,3244 ms,236700 KB
642,23771554,Jan/13/2017 00:06,tourist,G - Can Bash Save the Day?,GNU C++14,Time limit exceeded on test 81,5000 ms,409300 KB
643,23771542,Jan/13/2017 00:05,tourist,G - Can Bash Save the Day?,GNU C++14,Time limit exceeded on test 78,5000 ms,338800 KB
644,23771425,Jan/12/2017 23:58,tourist,G - Can Bash Save the Day?,GNU C++11,Time limit exceeded on test 77,5000 ms,338800 KB
645,23771351,Jan/12/2017 23:54,tourist,G - Can Bash Save the Day?,GNU C++11,Time limit exceeded on test 81,5000 ms,409400 KB
646,23769166,Jan/12/2017 22:51,tourist,G - Can Bash Save the Day?,GNU C++11,Time limit exceeded on test 81,5000 ms,409400 KB
647,23767259,Jan/12/2017 21:23,tourist,G - Can Bash Save the Day?,GNU C++11,Time limit exceeded on test 75,5000 ms,353600 KB
648,23762892,Jan/12/2017 20:34,tourist,F - Team Rocket Rises Again,GNU C++11,Accepted,670 ms,95900 KB
649,23749937,Jan/12/2017 19:09,tourist,D - Felicity's Big Secret Revealed,GNU C++11,Accepted,405 ms,326300 KB
650,23747486,Jan/12/2017 19:00,tourist,C - Felicity is Coming!,GNU C++11,Accepted,436 ms,22900 KB
651,23746626,Jan/12/2017 18:56,tourist,E - Bash Plays with Functions,GNU C++11,Accepted,1294 ms,95300 KB
652,23740589,Jan/12/2017 18:40,tourist,B - Bash's Big Day,GNU C++11,Accepted,93 ms,6900 KB
653,23740335,Jan/12/2017 18:39,tourist,A - Gotta Catch Em' All!,GNU C++11,Accepted,30 ms,8100 KB
654,23739787,Jan/12/2017 18:37,tourist,B - Bash's Big Day,GNU C++11,Wrong answer on pretest 12,77 ms,6900 KB
655,23449466,Dec/30/2016 19:19,tourist,F - New Year and Finding Roots,GNU C++11,Accepted,109 ms,3600 KB
656,23445261,Dec/30/2016 18:48,tourist,F - New Year and Finding Roots,GNU C++11,Idleness limit exceeded on pretest 2,15 ms,3600 KB
657,23441840,Dec/30/2016 18:27,tourist,G - New Year and Binary Tree Paths,GNU C++11,Accepted,1247 ms,87700 KB
658,23432322,Dec/30/2016 17:41,tourist,D - New Year and Fireworks,GNU C++11,Accepted,607 ms,22900 KB
659,23425358,Dec/30/2016 17:23,tourist,B - New Year and North Pole,GNU C++11,Accepted,30 ms,2000 KB
660,23423631,Dec/30/2016 17:20,tourist,C - New Year and Rating,GNU C++11,Accepted,62 ms,2000 KB
661,23420989,Dec/30/2016 17:16,tourist,A - New Year and Hurry,GNU C++11,Accepted,15 ms,2000 KB
662,23172550,Dec/20/2016 11:17,tourist,D - Hongcow Draws a Circle,GNU C++11,Accepted,1450 ms,97500 KB
663,23101161,Dec/18/2016 15:42,tourist,D - Hongcow Draws a Circle,GNU C++11,Accepted,2198 ms,97500 KB
664,23100914,Dec/18/2016 15:40,tourist,D - Hongcow Draws a Circle,GNU C++11,Wrong answer on test 18,1543 ms,97500 KB
665,23100666,Dec/18/2016 15:37,tourist,D - Hongcow Draws a Circle,GNU C++11,Time limit exceeded on test 179,6000 ms,97500 KB
666,23100392,Dec/18/2016 15:35,tourist,D - Hongcow Draws a Circle,GNU C++11,Wrong answer on test 12,2339 ms,97500 KB
667,23099860,Dec/18/2016 15:31,tourist,D - Hongcow Draws a Circle,GNU C++11,Wrong answer on test 1,0 ms,49800 KB
668,23099785,Dec/18/2016 15:30,tourist,D - Hongcow Draws a Circle,GNU C++11,Compilation error,0 ms,0 KB
669,23071347,Dec/17/2016 21:49,tourist,B - Hongcow's Game,GNU C++11,Accepted,46 ms,14000 KB
670,23071345,Dec/17/2016 21:49,tourist,C - Hongcow Buys a Deck of Cards,GNU C++11,Accepted,124 ms,94700 KB
671,23071342,Dec/17/2016 21:49,tourist,E - Hongcow Masters the Cyclic Shift,GNU C++11,Accepted,358 ms,158500 KB
672,23071326,Dec/17/2016 21:47,tourist,A - Hongcow Builds A Nation,GNU C++11,Accepted,31 ms,28700 KB
673,23069538,Dec/17/2016 21:25,tourist,D - Hongcow Draws a Circle,GNU C++11,Time limit exceeded on pretest 9,6000 ms,49800 KB
674,23063797,Dec/17/2016 20:39,tourist,E - Hongcow Masters the Cyclic Shift,GNU C++11,Accepted,358 ms,158500 KB
675,23057499,Dec/17/2016 20:00,tourist,C - Hongcow Buys a Deck of Cards,GNU C++11,Accepted,124 ms,94700 KB
676,23055547,Dec/17/2016 19:49,tourist,B - Hongcow's Game,GNU C++11,Accepted,46 ms,14000 KB
677,23052903,Dec/17/2016 19:39,tourist,A - Hongcow Builds A Nation,GNU C++11,Accepted,31 ms,28700 KB
678,20533174,Sep/11/2016 16:49,"1322: tourist, VArtem",I - Cowboy Beblop at his computer,Java 8,Runtime error on test 5,170 ms,0 KB
679,20533079,Sep/11/2016 16:45,"1322: tourist, VArtem",I - Cowboy Beblop at his computer,Java 8,Runtime error on test 12,186 ms,0 KB
680,20533052,Sep/11/2016 16:44,"1322: tourist, VArtem",I - Cowboy Beblop at his computer,Java 8,Wrong answer on test 21,358 ms,16500 KB
681,20532996,Sep/11/2016 16:42,"1322: tourist, VArtem",I - Cowboy Beblop at his computer,Java 8,Accepted,451 ms,18700 KB
682,20532920,Sep/11/2016 16:39,"1322: tourist, VArtem",I - Cowboy Beblop at his computer,Java 8,Accepted,436 ms,18700 KB
683,20532794,Sep/11/2016 16:34,"1322: tourist, VArtem",I - Cowboy Beblop at his computer,Java 8,Runtime error on test 12,171 ms,0 KB
684,20532658,Sep/11/2016 16:30,"1322: tourist, VArtem",I - Cowboy Beblop at his computer,Java 8,Wrong answer on test 21,373 ms,16300 KB
685,20532637,Sep/11/2016 16:29,"1322: tourist, VArtem",I - Cowboy Beblop at his computer,Java 8,Runtime error on test 12,186 ms,0 KB
686,20532277,Sep/11/2016 16:15,"1322: tourist, VArtem",I - Cowboy Beblop at his computer,Java 8,Runtime error on test 6,171 ms,0 KB
687,20530305,Sep/11/2016 14:57,"1322: tourist, VArtem",A - Festival Organization,Java 8,Accepted,608 ms,0 KB
688,20530006,Sep/11/2016 14:45,"1322: tourist, VArtem",B - R3D3’s Summer Adventure,Java 8,Wrong answer on test 1,93 ms,0 KB
689,20529724,Sep/11/2016 14:35,"1322: tourist, VArtem",B - R3D3’s Summer Adventure,Java 8,Wrong answer on test 1,108 ms,0 KB
690,20529407,Sep/11/2016 14:24,"1322: tourist, VArtem",G - Underfail,GNU C++11,Accepted,15 ms,60400 KB
691,20528498,Sep/11/2016 13:52,"1322: tourist, VArtem",H - Pokermon League challenge,GNU C++11,Accepted,265 ms,37700 KB
692,20528372,Sep/11/2016 13:48,"1322: tourist, VArtem",B - R3D3’s Summer Adventure,Java 8,Accepted,140 ms,0 KB
693,20528238,Sep/11/2016 13:44,"1322: tourist, VArtem",F - Heroes of Making Magic III,GNU C++11,Accepted,904 ms,43500 KB
694,20527920,Sep/11/2016 13:33,"1322: tourist, VArtem",F - Heroes of Making Magic III,GNU C++11,Wrong answer on test 4,342 ms,43500 KB
695,20527158,Sep/11/2016 13:10,"1322: tourist, VArtem",F - Heroes of Making Magic III,GNU C++11,Wrong answer on test 2,187 ms,43500 KB
696,20527125,Sep/11/2016 13:10,"1322: tourist, VArtem",F - Heroes of Making Magic III,GNU C++11,Compilation error,0 ms,0 KB
697,20525219,Sep/11/2016 12:24,"1322: tourist, VArtem","E - Paint it really, really dark gray",GNU C++11,Accepted,124 ms,25700 KB
698,20524804,Sep/11/2016 12:15,"1322: tourist, VArtem",C - Potions Homework,GNU C++11,Accepted,31 ms,9700 KB
699,20524793,Sep/11/2016 12:15,"1322: tourist, VArtem",D - Dexterina’s Lab,GNU C++11,Accepted,15 ms,0 KB
700,20524567,Sep/11/2016 12:12,"1322: tourist, VArtem",C - Potions Homework,GNU C++11,Wrong answer on test 10,46 ms,9700 KB
701,20102628,Aug/24/2016 12:36,tourist,D - Two Arithmetic Progressions,GNU C++11,Accepted,30 ms,2000 KB
702,20070507,Aug/22/2016 22:07,tourist,D - Two Arithmetic Progressions,GNU C++11,Hacked,15 ms,2000 KB
703,20070497,Aug/22/2016 22:06,tourist,D - Two Arithmetic Progressions,GNU C++11,Wrong answer on test 1,15 ms,16500 KB
704,20058436,Aug/22/2016 18:09,tourist,F - String Set Queries,GNU C++11,Accepted,1075 ms,39000 KB
705,20056438,Aug/22/2016 17:54,tourist,C - Magic Odd Square,GNU C++11,Accepted,15 ms,14000 KB
706,20053910,Aug/22/2016 17:38,tourist,D - Two Arithmetic Progressions,GNU C++11,Hacked,15 ms,2000 KB
707,20050515,Aug/22/2016 17:22,tourist,E - Generate a String,GNU C++11,Accepted,139 ms,185700 KB
708,20047656,Aug/22/2016 17:12,tourist,B - Optimal Point on a Line,GNU C++11,Accepted,93 ms,6900 KB
709,20047551,Aug/22/2016 17:11,tourist,B - Optimal Point on a Line,GNU C++11,Wrong answer on test 1,15 ms,6900 KB
